user,movie,prediction
621,1342,4.5
608,1342,4.5
712,1342,3.1804683
1579,1342,2.423467
424,1342,4.5
1448,1342,2.949494
337,1342,4.5
5878,1342,4.5
4085,1342,3.0388508
1776,1342,3.2116451
3055,1342,2.913733
148,1580,4.5
463,1580,4.5
496,1580,4.5
392,1580,4.5
623,1580,4.5
3475,1580,3.5215392
31,1580,4.5
516,1580,4.5
137,1580,4.5
251,1580,4.5
1265,1580,4.5
65,1580,4.5
458,1580,4.5
4294,1580,4.052332
53,1580,4.5
255,1580,4.5
481,1580,4.5
588,1580,4.5
970,1580,3.810224
4477,1580,3.272854
472,1580,4.5
918,1580,2.2358344
321,1580,4.5
362,1580,4.5
155,1580,4.5
368,1580,4.5
530,1580,4.5
101,1580,4.5
1165,1580,2.658745
385,1580,4.5
4169,1580,3.6746182
210,1580,4.5
436,1580,4.5
2683,1580,3.7284198
596,1580,4.5
1415,1580,3.3031664
2905,1580,3.6504538
406,1580,4.5
412,1580,4.5
2962,1580,2.786454
1889,1580,3.2447515
501,1580,4.5
577,1580,4.5
44,1580,4.5
192,1580,4.5
271,1580,4.5
1875,1580,3.4552763
5892,1580,4.5
103,1580,4.5
329,1580,4.5
460,1580,4.5
4610,1580,4.054773
336,1580,4.5
350,1580,4.5
973,1580,2.642794
1260,1580,3.5995603
3054,1580,2.8615584
223,1580,4.5
3792,1580,4.1311045
602,1580,4.5
2168,1580,4.4124346
409,1580,4.5
1978,1580,4.1406207
333,1580,4.5
3963,1580,3.3201485
285,1580,4.5
22,1580,4.5
372,1580,4.5
604,1580,4.5
5302,1580,4.5
122,1580,4.5
230,1580,4.5
319,1580,4.5
493,1580,4.5
93,1580,4.5
157,1580,4.5
190,1580,4.5
225,1580,4.5
232,1580,4.5
346,1580,4.5
476,1580,4.5
855,1580,3.40632
5102,1580,4.5
5620,1580,3.5495975
177,1580,4.5
556,1580,4.5
132,1580,4.5
185,1580,4.5
355,1580,4.5
386,1580,4.5
435,1580,4.5
603,1580,4.5
1266,1580,3.826518
2796,1580,2.9684901
2239,1580,3.8524764
3648,1580,3.221665
1516,1580,4.4897265
52,1580,4.5
1302,1580,4.097286
212,1580,4.5
5761,1580,4.5
631,1580,4.5
182,1580,4.5
442,1580,4.5
13,1580,4.5
440,1580,4.5
86,1580,4.5
474,1580,4.5
168,1580,4.5
1952,1580,2.7036088
3,1580,4.5
328,1580,4.5
40,1580,4.5
429,1580,4.5
169,1580,4.5
139,1580,4.5
359,1580,4.5
479,1580,4.5
2808,1580,4.2956033
2880,1580,3.386432
431,1580,4.5
4639,1580,4.2644086
377,1580,4.5
402,1580,4.5
1074,1580,4.0210743
292,1580,4.5
306,1580,4.5
646,1580,4.1662793
235,1580,4.5
620,1580,4.5
452,1580,4.5
1029,1580,2.9115047
48,1580,4.5
5,1580,4.5
163,1580,4.5
268,1580,4.5
2985,1580,3.8954504
258,1580,4.5
19,1580,4.5
92,1580,4.5
419,1580,4.5
542,1580,4.5
560,1580,4.5
415,1580,4.5
257,1580,4.5
1186,1580,3.4287753
3119,1580,3.509465
117,1580,4.5
1733,1580,2.5194013
309,1580,4.5
425,1580,4.5
1530,1580,3.6374815
2847,1580,2.389148
4478,1580,3.3929808
15,1580,4.5
1194,1580,3.970745
563,1580,4.5
615,1580,4.5
2246,1580,2.8573563
3074,1580,4.22881
3401,1580,3.7789927
366,1580,4.5
179,1580,4.5
127,1580,4.5
316,1580,4.5
461,1580,4.5
523,1580,4.5
531,1580,4.5
979,1580,3.450303
3410,1580,2.783037
462,1580,4.5
547,1580,4.5
202,1580,4.5
263,1580,4.5
2926,1580,3.4173627
17,1580,4.5
231,1580,4.5
1219,1580,4.2989817
609,1580,4.5
1329,1580,3.8297257
4589,1580,4.056727
72,1580,4.5
398,1580,4.5
505,1580,4.5
538,1580,4.5
1211,1580,2.679279
175,1580,4.5
1865,1580,3.541838
583,1580,4.5
610,1580,4.5
1142,1580,3.4654877
456,1580,4.5
441,1580,4.5
884,1580,4.235234
1560,1580,3.5786028
5630,1580,4.5
229,1580,4.5
326,1580,4.5
3085,1580,3.5145535
301,1580,4.5
494,1580,4.5
1737,1580,4.284803
59,1580,4.5
445,1580,4.5
1779,1580,3.4349573
3505,1580,3.185121
8,1580,4.5
100,1580,4.5
450,1580,4.5
495,1580,4.5
5276,1580,3.9703805
23,1580,4.5
2784,1580,3.4832926
49,1580,4.5
380,1580,4.5
791,1580,3.8065953
7,1580,4.5
162,1580,4.5
514,1580,4.5
549,1580,4.5
130,1580,4.5
624,1580,4.5
453,1580,4.5
1601,1580,4.102854
314,1580,4.5
691,1580,4.194617
1998,1580,3.6483958
565,1580,4.5
273,1580,4.5
343,1580,4.5
439,1580,4.5
585,1580,4.5
194,1580,4.5
277,1580,4.5
331,1580,4.5
438,1580,4.5
532,1580,4.5
3038,1580,3.0178466
129,1580,4.5
166,1580,4.5
1463,1580,4.745689
543,1580,4.5
1001,1580,3.1216495
2258,1580,3.9308934
5053,1580,3.9559402
524,1580,4.5
533,1580,4.5
3840,1580,3.5919366
264,1580,4.5
1347,1580,4.0596247
1724,1580,3.4317362
403,1580,4.5
509,1580,4.5
10,1580,4.5
2641,1580,3.5736775
3807,1580,4.1619296
267,1580,4.5
45,1580,4.5
569,1580,4.5
1611,1580,3.8706238
216,1580,4.5
1447,1580,3.81856
82,1580,4.5
181,1580,4.5
249,1580,4.5
510,1580,4.5
288,1580,4.5
576,1580,4.5
240,1580,4.5
25,1580,4.5
73,1580,4.5
245,1580,4.5
427,1580,4.5
113,1580,4.5
237,1580,4.5
24,1580,4.5
2715,1580,3.4927971
3693,1580,3.572507
121,1580,4.5
396,1580,4.5
480,1580,4.5
143,1580,4.5
95,1580,4.5
477,1580,4.5
482,1580,4.5
29,1580,4.5
528,1580,4.5
214,1580,4.5
550,1580,4.5
1079,1580,3.4353495
5723,1580,4.5
335,1580,4.5
338,1580,4.5
352,1580,4.5
195,1580,4.5
678,1580,3.937674
1348,1580,3.7726562
595,1580,4.5
752,1580,2.5066245
5458,1580,2.9026613
1203,1580,4.0000935
60,1580,4.5
90,1580,4.5
371,1580,4.5
3746,1580,3.9308085
75,1580,4.5
621,1580,4.5
457,1580,4.5
151,1580,4.5
608,1580,4.5
1547,1580,2.3217347
272,1580,4.5
515,1580,4.5
5484,1580,4.5
109,1580,4.5
487,1580,4.5
213,1580,4.5
303,1580,4.5
426,1580,4.5
1842,1580,3.8601468
611,1580,4.5
612,1580,4.5
4785,1580,3.8762043
58,1580,4.5
204,1580,4.5
575,1580,4.5
369,1580,4.5
508,1580,4.5
541,1580,4.5
260,1580,4.5
567,1580,4.5
147,1580,4.5
198,1580,4.5
546,1580,4.5
1228,1580,3.6586785
5394,1580,4.5
349,1580,4.5
424,1580,4.5
123,1580,4.5
342,1580,4.5
1448,1580,3.828399
199,1580,4.5
242,1580,4.5
284,1580,4.5
4640,1580,2.8790827
522,1580,4.5
42,1580,4.5
337,1580,4.5
566,1580,4.5
5991,1580,4.5
149,1580,4.5
3274,1580,3.644339
294,1580,4.5
118,1580,4.5
1390,1580,4.2806506
571,1580,4.5
184,1580,4.5
302,1580,4.5
557,1580,4.5
605,1580,4.5
5242,1580,2.244207
616,1580,4.5
628,1580,4.5
632,1580,4.5
174,1580,4.5
3363,1580,3.5830476
1776,1580,3.8238842
2282,1580,4.500374
252,1580,4.5
551,1580,4.5
1063,1580,4.3728166
18,1580,4.5
475,1580,4.5
134,1580,4.5
584,1580,4.5
701,1580,3.2586877
4232,1580,3.5513363
36,1580,4.5
187,1580,4.5
208,1580,4.5
422,1580,4.5
2376,1580,2.964577
623,1591,4.5
5682,1591,4.5
53,1591,4.5
255,1591,4.5
970,1591,1.9864117
3313,1591,2.762265
210,1591,4.5
436,1591,4.5
192,1591,4.5
271,1591,4.5
103,1591,4.5
329,1591,4.5
93,1591,4.5
476,1591,4.5
5787,1591,4.5
2796,1591,2.0753732
1516,1591,4.405632
770,1591,2.3956203
4979,1591,1.400447
474,1591,4.5
839,1591,2.841044
163,1591,4.5
117,1591,4.5
2131,1591,2.4108372
2847,1591,2.160324
262,1591,4.5
563,1591,4.5
3401,1591,1.9817984
461,1591,4.5
937,1591,3.0855508
2887,1591,3.0840812
202,1591,4.5
1219,1591,2.4011204
1329,1591,2.1615927
698,1591,2.8406768
437,1591,4.5
301,1591,4.5
890,1591,3.47714
445,1591,4.5
1779,1591,4.120039
791,1591,2.675649
549,1591,4.5
244,1591,4.5
1422,1591,2.133016
585,1591,4.5
2077,1591,3.019507
543,1591,4.5
5053,1591,4.958536
524,1591,4.5
1639,1591,2.5646768
5473,1591,4.5
1611,1591,2.6107516
1447,1591,2.0313802
73,1591,4.5
245,1591,4.5
550,1591,4.5
335,1591,4.5
195,1591,4.5
678,1591,2.7548506
639,1591,2.5618577
170,1591,4.5
58,1591,4.5
4728,1591,2.7493348
147,1591,4.5
424,1591,4.5
1448,1591,2.805716
199,1591,4.5
284,1591,4.5
42,1591,4.5
566,1591,4.5
3274,1591,1.9517654
571,1591,4.5
3768,1591,2.6741168
302,1591,4.5
4079,1591,2.8728623
1101,1591,2.273272
3312,1591,2.5085053
996,1591,2.4267747
716,1591,3.6378675
18,1591,4.5
475,1591,4.5
1246,1591,2.7291272
134,1591,4.5
392,1645,4.5
4489,1645,4.1272225
137,1645,4.5
4042,1645,3.2230394
53,1645,4.5
588,1645,4.5
970,1645,3.634858
133,1645,4.5
513,1645,4.5
321,1645,4.5
1561,1645,4.0324636
34,1645,4.5
368,1645,4.5
4169,1645,3.0995615
2962,1645,2.7678459
667,1645,3.7613862
1889,1645,3.116332
26,1645,4.5
44,1645,4.5
192,1645,4.5
271,1645,4.5
1260,1645,3.3838232
3679,1645,3.4599168
1925,1645,3.032841
285,1645,4.5
727,1645,2.3143158
2242,1645,3.3882167
319,1645,4.5
1425,1645,3.2770236
355,1645,4.5
259,1645,4.5
2781,1645,3.8112094
3648,1645,3.0847907
3125,1645,4.0314045
1902,1645,4.134236
442,1645,4.5
474,1645,4.5
3509,1645,3.1290104
308,1645,4.5
429,1645,4.5
839,1645,3.682913
570,1645,4.5
5492,1645,4.5
3613,1645,3.715178
676,1645,3.470768
5096,1645,2.468307
163,1645,4.5
1806,1645,3.837072
19,1645,4.5
4465,1645,2.1939442
1733,1645,2.744861
904,1645,3.915572
2847,1645,2.751802
15,1645,4.5
3112,1645,3.3000717
1194,1645,4.5493174
2841,1645,3.2599945
4520,1645,3.8539634
3401,1645,2.7304688
461,1645,4.5
531,1645,4.5
3471,1645,3.399937
202,1645,4.5
2926,1645,2.643832
398,1645,4.5
3620,1645,3.2679389
1211,1645,2.2987502
5453,1645,2.9320612
2271,1645,3.398619
721,1645,3.7082891
1643,1645,2.8104422
278,1645,4.5
890,1645,4.055858
1737,1645,3.7383287
23,1645,4.5
5792,1645,4.5
549,1645,4.5
343,1645,4.5
443,1645,4.5
1837,1645,3.455358
331,1645,4.5
3821,1645,1.9363405
391,1645,4.5
438,1645,4.5
129,1645,4.5
2077,1645,3.9949188
543,1645,4.5
524,1645,4.5
869,1645,3.6936686
403,1645,4.5
509,1645,4.5
2129,1645,3.296621
3266,1645,3.8495734
2395,1645,3.8279896
5473,1645,4.5
1447,1645,3.736067
3462,1645,3.5984154
82,1645,4.5
249,1645,4.5
245,1645,4.5
3842,1645,3.2797472
3391,1645,3.7908006
482,1645,4.5
21,1645,4.5
214,1645,4.5
352,1645,4.5
4117,1645,4.2348075
195,1645,4.5
1203,1645,3.630433
60,1645,4.5
90,1645,4.5
221,1645,4.5
414,1645,4.5
712,1645,3.6786098
1579,1645,2.9894373
3992,1645,3.8205914
4834,1645,2.9785476
272,1645,4.5
303,1645,4.5
1842,1645,3.729346
536,1645,4.5
4328,1645,2.7667468
110,1645,4.5
4728,1645,3.5854514
147,1645,4.5
2946,1645,3.1597128
4089,1645,4.072383
424,1645,4.5
123,1645,4.5
1448,1645,3.775879
1958,1645,3.9404612
284,1645,4.5
566,1645,4.5
149,1645,4.5
357,1645,4.5
2276,1645,3.5477998
302,1645,4.5
1101,1645,2.7467248
3312,1645,3.3298163
716,1645,4.146632
144,1645,4.5
2528,1645,4.3146405
1246,1645,3.246942
1928,1645,3.7483654
36,1645,4.5
517,1645,4.5
4169,1829,3.1687224
1266,1829,2.915602
1164,1829,3.2503111
1203,1829,3.4304976
1228,1829,2.6861455
1088,1959,4.1735945
392,1959,4.5
516,1959,4.5
137,1959,4.5
2247,1959,4.0679927
133,1959,4.5
613,1959,4.5
2683,1959,5.613764
1243,1959,3.8743572
412,1959,4.5
5405,1959,4.749092
1260,1959,3.878311
4305,1959,3.9325354
604,1959,4.5
230,1959,4.5
4277,1959,3.8523006
416,1959,4.5
2998,1959,4.176814
696,1959,3.5966172
291,1959,4.5
660,1959,3.2115748
3020,1959,3.7973924
146,1959,4.5
1546,1959,3.4760566
5539,1959,3.3449337
218,1959,4.5
6,1959,4.5
178,1959,4.5
1834,1959,3.646477
169,1959,4.5
881,1959,2.719017
545,1959,4.5
1701,1959,4.549301
754,1959,3.8514442
553,1959,4.5
554,1959,4.5
1181,1959,2.6172752
347,1959,4.5
511,1959,4.5
1194,1959,3.7258515
366,1959,4.5
531,1959,4.5
318,1959,4.5
1164,1959,4.3440266
175,1959,4.5
1865,1959,4.041811
721,1959,3.078209
594,1959,4.5
485,1959,4.5
1451,1959,4.0227957
326,1959,4.5
114,1959,4.5
59,1959,4.5
1015,1959,3.5776453
648,1959,3.595216
136,1959,4.5
2814,1959,4.324991
543,1959,4.5
10,1959,4.5
3982,1959,3.049722
45,1959,4.5
245,1959,4.5
24,1959,4.5
1897,1959,3.544889
1912,1959,3.0512733
156,1959,4.5
143,1959,4.5
411,1959,4.5
2359,1959,4.2394657
2453,1959,3.7630568
678,1959,3.7600472
3507,1959,3.857318
287,1959,4.5
1712,1959,4.28546
4241,1959,3.644151
630,1959,4.5
334,1959,4.5
943,1959,4.5488715
4834,1959,3.7233775
376,1959,4.5
1980,1959,4.0203733
2427,1959,3.215747
612,1959,4.5
83,1959,4.5
150,1959,4.5
413,1959,4.5
4371,1959,3.970606
600,1959,4.5
424,1959,4.5
123,1959,4.5
499,1959,4.5
2762,1959,3.9528723
506,1959,4.5
149,1959,4.5
1449,1959,3.2178862
4079,1959,3.826338
3312,1959,3.089447
535,1959,4.5
3363,1959,4.1226654
551,1959,4.5
934,1959,3.4399054
2643,1959,3.0877974
208,1959,4.5
2057,1959,3.3825355
148,2122,4.5
4186,2122,1.5670801
1051,2122,2.3950357
2962,2122,2.1779778
2255,2122,1.5824116
601,2122,4.5
22,2122,4.5
2638,2122,2.168251
1425,2122,2.4713893
305,2122,4.5
435,2122,4.5
1266,2122,3.2718616
3648,2122,2.5536435
5132,2122,4.5
5054,2122,1.8713123
117,2122,4.5
2041,2122,1.8274021
4520,2122,3.1332176
531,2122,4.5
3410,2122,2.2662559
202,2122,4.5
503,2122,4.5
583,2122,4.5
1643,2122,2.057616
278,2122,4.5
549,2122,4.5
1422,2122,1.5951126
264,2122,4.5
2129,2122,2.895224
356,2122,4.5
3842,2122,2.7370706
1912,2122,1.4457908
482,2122,4.5
390,2122,4.5
528,2122,4.5
195,2122,4.5
678,2122,2.6409075
1712,2122,2.9136553
621,2122,4.5
749,2122,2.9774625
370,2122,4.5
424,2122,4.5
123,2122,4.5
1448,2122,2.6208632
1958,2122,2.6223009
2611,2122,2.7934895
302,2122,4.5
1101,2122,2.3124287
1851,2122,2.5438263
1776,2122,3.003589
3055,2122,2.564958
5636,2122,1.4186656
148,2142,4.5
1088,2142,2.9599528
918,2142,3.5269227
4126,2142,3.626326
2168,2142,3.0662467
476,2142,4.5
1425,2142,2.9523392
770,2142,1.6251249
92,2142,4.5
2847,2142,2.6846046
3401,2142,2.5614495
531,2142,4.5
614,2142,4.5
310,2142,4.5
494,2142,4.5
629,2142,4.5
1422,2142,2.3815687
343,2142,4.5
438,2142,4.5
2258,2142,2.6131635
509,2142,4.5
1611,2142,2.853015
1556,2142,2.5663583
528,2142,4.5
2125,2142,3.5880694
550,2142,4.5
352,2142,4.5
75,2142,4.5
2195,2142,2.5338326
639,2142,3.51726
536,2142,4.5
5394,2142,4.5
424,2142,4.5
284,2142,4.5
5643,2142,2.085124
3312,2142,3.0602617
5198,2142,4.5
18,2142,4.5
148,2366,4.5
5156,2366,4.9279165
392,2366,4.5
31,2366,4.5
516,2366,4.5
4186,2366,3.5287323
53,2366,4.5
588,2366,4.5
296,2366,4.5
193,2366,4.5
2342,2366,4.4057508
874,2366,6.1470604
44,2366,4.5
271,2366,4.5
1875,2366,3.5271878
360,2366,4.5
476,2366,4.5
5787,2366,4.5
1505,2366,4.3954988
556,2366,4.5
305,2366,4.5
660,2366,3.4057155
2796,2366,2.3042774
146,2366,4.5
3970,2366,3.2409115
2781,2366,4.5567665
3648,2366,1.8178039
770,2366,2.5807476
777,2366,2.0942001
205,2366,4.5
40,2366,4.5
169,2366,4.5
139,2366,4.5
479,2366,4.5
295,2366,4.5
340,2366,4.5
1029,2366,4.039917
544,2366,4.5
1087,2366,4.2274094
1010,2366,3.071517
19,2366,4.5
560,2366,4.5
5054,2366,3.4624784
415,2366,4.5
299,2366,4.5
5291,2366,4.5
615,2366,4.5
2246,2366,3.7800555
4520,2366,3.7588472
1182,2366,4.427608
3610,2366,1.8095382
5397,2366,2.29289
202,2366,4.5
1597,2366,4.63722
3051,2366,3.1603067
4940,2366,4.5
498,2366,4.5
884,2366,6.8829975
1560,2366,4.526054
173,2366,4.5
3018,2366,4.070106
4,2366,4.5
2574,2366,3.023137
161,2366,4.5
791,2366,3.6288407
3002,2366,4.424031
4682,2366,4.0508823
549,2366,4.5
1998,2366,3.312165
87,2366,4.5
166,2366,4.5
3589,2366,2.295461
97,2366,4.5
543,2366,4.5
264,2366,4.5
2020,2366,3.8220115
1780,2366,3.3965404
2172,2366,2.7260933
216,2366,4.5
3182,2366,3.422686
1447,2366,3.8638875
1389,2366,3.9823568
245,2366,4.5
62,2366,4.5
125,2366,4.5
1912,2366,3.156393
477,2366,4.5
29,2366,4.5
526,2366,4.5
5475,2366,4.5
550,2366,4.5
195,2366,4.5
1593,2366,2.9540586
621,2366,4.5
254,2366,4.5
1842,2366,4.613529
536,2366,4.5
58,2366,4.5
33,2366,4.5
1860,2366,3.0029647
3178,2366,3.1833768
567,2366,4.5
198,2366,4.5
2946,2366,2.6796103
5394,2366,4.5
424,2366,4.5
1285,2366,4.592951
1448,2366,4.7365966
270,2366,4.5
248,2366,4.5
42,2366,4.5
566,2366,4.5
573,2366,4.5
3768,2366,3.6422198
302,2366,4.5
1101,2366,3.9456253
2621,2366,2.580435
174,2366,4.5
2282,2366,4.4909086
4744,2366,3.5452828
475,2366,4.5
3368,2366,3.9027123
208,2366,4.5
2962,2659,3.3782544
587,2659,4.5
4448,2659,5.0846725
2036,2659,3.2131467
173,2659,4.5
1717,2659,2.9554732
1639,2659,3.6269226
216,2659,4.5
1941,2659,2.7727795
710,2659,2.7708607
566,2659,4.5
529,2659,4.5
3475,2866,4.1439877
451,2866,4.5
255,2866,4.5
481,2866,4.5
5605,2866,4.5
1415,2866,3.1035624
300,2866,4.5
1260,2866,3.6150465
319,2866,4.5
346,2866,4.5
855,2866,3.58856
1505,2866,4.2481465
291,2866,4.5
935,2866,3.6042726
146,2866,4.5
839,2866,4.060334
6002,2866,4.306236
4765,2866,3.9313192
5580,2866,4.078367
904,2866,3.333361
4448,2866,4.117533
1451,2866,4.027186
445,2866,4.5
161,2866,4.5
981,2866,2.6866827
238,2866,4.5
1422,2866,2.9299762
331,2866,4.5
1780,2866,3.1415892
5172,2866,4.5
245,2866,4.5
1897,2866,3.6880686
2544,2866,3.564212
1712,2866,4.1964445
749,2866,3.4140043
123,2866,4.5
1448,2866,3.5669644
1449,2866,3.2584999
4079,2866,3.5662148
1117,2866,3.8173206
148,3175,4.5
471,3175,4.5
1088,3175,3.6093762
1645,3175,4.38064
392,3175,4.5
623,3175,4.5
